transaction_id,timestamp,item_id,quantity,unit_price
ORD-20260505-0136,2026-05-05 10:29:00,6a3fa374da5b18e68c8bc445,3,20000
ORD-20260507-0144,2026-05-07 02:11:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260507-0144,2026-05-07 02:11:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260507-0144,2026-05-07 02:11:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260510-0156,2026-05-10 11:45:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260510-0156,2026-05-10 11:45:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260510-0156,2026-05-10 11:45:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260511-0161,2026-05-11 02:17:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260512-0163,2026-05-12 12:16:00,6a3fa374da5b18e68c8bc449,2,25000
ORD-20260513-0167,2026-05-13 07:07:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260513-0167,2026-05-13 07:07:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260513-0169,2026-05-13 11:57:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260513-0169,2026-05-13 11:57:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260513-0169,2026-05-13 11:57:00,6a3fa2c6dfa2f6d0ee22ff18,1,35000
ORD-20260515-0174,2026-05-15 09:49:00,6a3fa373da5b18e68c8bc43e,2,28000
ORD-20260516-0175,2026-05-16 04:50:00,6a3fa2c5dfa2f6d0ee22ff14,2,45000
ORD-20260518-0181,2026-05-18 09:36:00,6a3fa2c5dfa2f6d0ee22ff15,1,40000
ORD-20260518-0181,2026-05-18 09:36:00,6a3fa374da5b18e68c8bc445,1,20000
ORD-20260520-0190,2026-05-20 05:59:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260520-0190,2026-05-20 05:59:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260520-0190,2026-05-20 05:59:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260520-0191,2026-05-20 11:34:00,6a3fa373da5b18e68c8bc43c,1,35000
ORD-20260520-0192,2026-05-20 03:47:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260520-0192,2026-05-20 03:47:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260521-0194,2026-05-21 01:45:00,6a3f54268a1b673e19a1ddad,3,48000
ORD-20260521-0195,2026-05-21 02:25:00,6a3fa373da5b18e68c8bc444,1,15000
ORD-20260521-0195,2026-05-21 02:25:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260521-0195,2026-05-21 02:25:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260523-0199,2026-05-23 10:20:00,6a3fa373da5b18e68c8bc441,3,20000
ORD-20260523-0199,2026-05-23 10:20:00,6a3fa373da5b18e68c8bc43e,2,28000
ORD-20260523-0201,2026-05-23 10:16:00,6a3fa2c6dfa2f6d0ee22ff18,1,35000
ORD-20260525-0206,2026-05-25 05:27:00,6a3f54268a1b673e19a1ddb6,1,12000
ORD-20260525-0206,2026-05-25 05:27:00,6a3fa373da5b18e68c8bc442,2,12000
ORD-20260525-0206,2026-05-25 05:27:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260526-0207,2026-05-26 09:41:00,6a3fa373da5b18e68c8bc43d,1,35000
ORD-20260526-0207,2026-05-26 09:41:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260527-0210,2026-05-27 10:41:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260527-0210,2026-05-27 10:41:00,6a3fa373da5b18e68c8bc43c,3,35000
ORD-20260528-0212,2026-05-28 12:42:00,6a3fa374da5b18e68c8bc445,3,20000
ORD-20260528-0212,2026-05-28 12:42:00,6a3fa373da5b18e68c8bc443,2,15000
ORD-20260530-0218,2026-05-30 03:53:00,6a3fa373da5b18e68c8bc43e,1,28000
ORD-20260530-0218,2026-05-30 03:53:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260530-0220,2026-05-30 11:54:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260531-0223,2026-05-31 05:38:00,6a3fa2c5dfa2f6d0ee22ff13,2,40000
ORD-20260531-0223,2026-05-31 05:38:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260601-0226,2026-06-01 10:54:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260601-0226,2026-06-01 10:54:00,6a3fa373da5b18e68c8bc441,2,20000
ORD-20260603-0236,2026-06-03 02:13:00,6a3fa373da5b18e68c8bc43c,1,35000
ORD-20260603-0236,2026-06-03 02:13:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260603-0236,2026-06-03 02:13:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260603-0237,2026-06-03 09:33:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260603-0237,2026-06-03 09:33:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260603-0237,2026-06-03 09:33:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260604-0238,2026-06-04 05:03:00,6a3fa374da5b18e68c8bc449,2,25000
ORD-20260605-0242,2026-06-05 10:39:00,6a3fa373da5b18e68c8bc43e,3,28000
ORD-20260605-0243,2026-06-05 10:08:00,6a3fa373da5b18e68c8bc442,3,12000
ORD-20260605-0243,2026-06-05 10:08:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260605-0243,2026-06-05 10:08:00,6a3fa2c5dfa2f6d0ee22ff17,2,38000
ORD-20260606-0245,2026-06-06 11:55:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260606-0245,2026-06-06 11:55:00,6a3fa373da5b18e68c8bc43e,1,28000
ORD-20260606-0245,2026-06-06 11:55:00,6a3f54268a1b673e19a1ddad,3,48000
ORD-20260608-0252,2026-06-08 11:51:00,6a3f54268a1b673e19a1ddb6,2,12000
ORD-20260608-0252,2026-06-08 11:51:00,6a3fa373da5b18e68c8bc442,1,12000
ORD-20260608-0253,2026-06-08 05:51:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260608-0253,2026-06-08 05:51:00,6a3f54268a1b673e19a1ddad,1,48000
ORD-20260608-0253,2026-06-08 05:51:00,6a3fa373da5b18e68c8bc441,3,20000
ORD-20260609-0254,2026-06-09 03:43:00,6a3fa373da5b18e68c8bc43c,3,35000
ORD-20260609-0254,2026-06-09 03:43:00,6a3fa2c5dfa2f6d0ee22ff16,3,35000
ORD-20260609-0254,2026-06-09 03:43:00,6a3fa373da5b18e68c8bc444,2,15000
ORD-20260609-0256,2026-06-09 07:13:00,6a3fa2c5dfa2f6d0ee22ff17,1,38000
ORD-20260610-0260,2026-06-10 10:10:00,6a3fa374da5b18e68c8bc448,1,10000
ORD-20260610-0260,2026-06-10 10:10:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260610-0260,2026-06-10 10:10:00,6a3fa2c5dfa2f6d0ee22ff13,2,40000
ORD-20260611-0263,2026-06-11 09:18:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260412-0057,2026-04-12 02:16:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260412-0057,2026-04-12 02:16:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260412-0057,2026-04-12 02:16:00,6a3fa374da5b18e68c8bc445,3,20000
ORD-20260413-0062,2026-04-13 06:12:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260413-0062,2026-04-13 06:12:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260413-0062,2026-04-13 06:12:00,6a3fa374da5b18e68c8bc445,3,20000
ORD-20260413-0063,2026-04-13 01:44:00,6a3fa373da5b18e68c8bc440,3,25000
ORD-20260413-0063,2026-04-13 01:44:00,6a3fa373da5b18e68c8bc43f,3,20000
ORD-20260413-0063,2026-04-13 01:44:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260415-0067,2026-04-15 03:21:00,6a3fa373da5b18e68c8bc43f,2,20000
ORD-20260415-0069,2026-04-15 12:09:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260415-0069,2026-04-15 12:09:00,6a3fa373da5b18e68c8bc441,2,20000
ORD-20260417-0076,2026-04-17 12:02:00,6a3fa373da5b18e68c8bc442,2,12000
ORD-20260417-0076,2026-04-17 12:02:00,6a3fa373da5b18e68c8bc43d,2,35000
ORD-20260417-0076,2026-04-17 12:02:00,6a3fa2c5dfa2f6d0ee22ff17,3,38000
ORD-20260418-0079,2026-04-18 05:13:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260418-0080,2026-04-18 03:03:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260418-0080,2026-04-18 03:03:00,6a3fa2c5dfa2f6d0ee22ff14,2,45000
ORD-20260418-0080,2026-04-18 03:03:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260420-0088,2026-04-20 09:52:00,6a3fa2c5dfa2f6d0ee22ff15,3,40000
ORD-20260422-0094,2026-04-22 06:02:00,6a3fa373da5b18e68c8bc442,2,12000
ORD-20260422-0094,2026-04-22 06:02:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260422-0094,2026-04-22 06:02:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260422-0095,2026-04-22 10:32:00,6a3fa373da5b18e68c8bc43c,3,35000
ORD-20260422-0095,2026-04-22 10:32:00,6a3fa2c5dfa2f6d0ee22ff15,3,40000
ORD-20260424-0104,2026-04-24 05:21:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260424-0104,2026-04-24 05:21:00,6a3fa373da5b18e68c8bc43d,2,35000
ORD-20260424-0105,2026-04-24 06:21:00,6a3fa2c5dfa2f6d0ee22ff16,1,35000
ORD-20260425-0106,2026-04-25 05:01:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260425-0106,2026-04-25 05:01:00,6a3fa373da5b18e68c8bc442,1,12000
ORD-20260425-0106,2026-04-25 05:01:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260426-0109,2026-04-26 01:13:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260426-0109,2026-04-26 01:13:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260426-0109,2026-04-26 01:13:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260426-0110,2026-04-26 02:17:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260426-0110,2026-04-26 02:17:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260426-0110,2026-04-26 02:17:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260426-0111,2026-04-26 06:55:00,6a3fa374da5b18e68c8bc445,1,20000
ORD-20260426-0111,2026-04-26 06:55:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260428-0116,2026-04-28 06:42:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260428-0116,2026-04-28 06:42:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260428-0116,2026-04-28 06:42:00,6a3fa2c5dfa2f6d0ee22ff16,2,35000
ORD-20260429-0120,2026-04-29 09:46:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260429-0121,2026-04-29 09:39:00,6a3fa373da5b18e68c8bc43c,1,35000
ORD-20260429-0121,2026-04-29 09:39:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260430-0123,2026-04-30 07:00:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260430-0124,2026-04-30 09:02:00,6a3f54268a1b673e19a1ddad,2,48000
ORD-20260430-0124,2026-04-30 09:02:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260430-0124,2026-04-30 09:02:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260503-0133,2026-05-03 03:18:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260503-0133,2026-05-03 03:18:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260504-0135,2026-05-04 05:24:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260504-0135,2026-05-04 05:24:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260505-0139,2026-05-05 08:02:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260505-0139,2026-05-05 08:02:00,6a3fa373da5b18e68c8bc444,3,15000
ORD-20260505-0139,2026-05-05 08:02:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260506-0141,2026-05-06 07:04:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260506-0141,2026-05-06 07:04:00,6a3fa374da5b18e68c8bc448,1,10000
ORD-20260506-0141,2026-05-06 07:04:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260506-0142,2026-05-06 10:52:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260506-0142,2026-05-06 10:52:00,6a3fa2c6dfa2f6d0ee22ff18,1,35000
ORD-20260506-0142,2026-05-06 10:52:00,6a3fa373da5b18e68c8bc442,3,12000
ORD-20260507-0145,2026-05-07 02:23:00,6a3fa373da5b18e68c8bc443,2,15000
ORD-20260507-0145,2026-05-07 02:23:00,6a3fa373da5b18e68c8bc444,3,15000
ORD-20260507-0145,2026-05-07 02:23:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260508-0148,2026-05-08 02:20:00,6a3fa2c5dfa2f6d0ee22ff17,3,38000
ORD-20260508-0148,2026-05-08 02:20:00,6a3fa374da5b18e68c8bc445,1,20000
ORD-20260509-0150,2026-05-09 01:57:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260509-0152,2026-05-09 07:01:00,6a3fa2c6dfa2f6d0ee22ff18,3,35000
ORD-20260509-0152,2026-05-09 07:01:00,6a3fa2c5dfa2f6d0ee22ff14,2,45000
ORD-20260509-0153,2026-05-09 05:15:00,6a3f54268a1b673e19a1ddad,1,48000
ORD-20260509-0153,2026-05-09 05:15:00,6a3fa2c6dfa2f6d0ee22ff18,1,35000
ORD-20260509-0153,2026-05-09 05:15:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260511-0158,2026-05-11 09:41:00,6a3fa373da5b18e68c8bc442,1,12000
ORD-20260511-0158,2026-05-11 09:41:00,6a3f54268a1b673e19a1ddb6,3,12000
ORD-20260511-0158,2026-05-11 09:41:00,6a3fa374da5b18e68c8bc448,1,10000
ORD-20260511-0162,2026-05-11 06:48:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260511-0162,2026-05-11 06:48:00,6a3fa374da5b18e68c8bc445,3,20000
ORD-20260511-0162,2026-05-11 06:48:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260512-0164,2026-05-12 09:23:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260512-0164,2026-05-12 09:23:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260512-0164,2026-05-12 09:23:00,6a3fa373da5b18e68c8bc443,1,15000
ORD-20260513-0168,2026-05-13 08:35:00,6a3fa2c5dfa2f6d0ee22ff15,3,40000
ORD-20260513-0168,2026-05-13 08:35:00,6a3fa373da5b18e68c8bc43f,2,20000
ORD-20260513-0168,2026-05-13 08:35:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260516-0176,2026-05-16 07:09:00,6a3fa373da5b18e68c8bc441,2,20000
ORD-20260516-0176,2026-05-16 07:09:00,6a3fa373da5b18e68c8bc43e,3,28000
ORD-20260517-0178,2026-05-17 03:12:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260518-0182,2026-05-18 01:10:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260518-0182,2026-05-18 01:10:00,6a3f54268a1b673e19a1ddad,1,48000
ORD-20260519-0185,2026-05-19 04:25:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260520-0188,2026-05-20 10:18:00,6a3fa373da5b18e68c8bc441,1,20000
ORD-20260520-0188,2026-05-20 10:18:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260520-0188,2026-05-20 10:18:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260520-0189,2026-05-20 12:59:00,6a3fa374da5b18e68c8bc448,1,10000
ORD-20260520-0189,2026-05-20 12:59:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260522-0196,2026-05-22 04:57:00,6a3fa2c5dfa2f6d0ee22ff17,1,38000
ORD-20260524-0202,2026-05-24 11:12:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260524-0202,2026-05-24 11:12:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260525-0205,2026-05-25 02:14:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260525-0205,2026-05-25 02:14:00,6a3fa373da5b18e68c8bc43f,2,20000
ORD-20260525-0205,2026-05-25 02:14:00,6a3f54268a1b673e19a1ddad,1,48000
ORD-20260526-0209,2026-05-26 09:46:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260526-0209,2026-05-26 09:46:00,6a3fa374da5b18e68c8bc445,1,20000
ORD-20260526-0209,2026-05-26 09:46:00,6a3fa373da5b18e68c8bc443,3,15000
ORD-20260527-0211,2026-05-27 11:52:00,6a3fa373da5b18e68c8bc441,3,20000
ORD-20260527-0211,2026-05-27 11:52:00,6a3fa373da5b18e68c8bc442,1,12000
ORD-20260530-0219,2026-05-30 07:55:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260530-0219,2026-05-30 07:55:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260531-0222,2026-05-31 03:46:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260601-0230,2026-06-01 10:50:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260601-0230,2026-06-01 10:50:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260601-0230,2026-06-01 10:50:00,6a3fa373da5b18e68c8bc442,3,12000
ORD-20260602-0231,2026-06-02 05:50:00,6a3fa373da5b18e68c8bc43d,2,35000
ORD-20260602-0231,2026-06-02 05:50:00,6a3fa374da5b18e68c8bc449,3,25000
ORD-20260602-0232,2026-06-02 06:50:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260603-0233,2026-06-03 06:58:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260603-0233,2026-06-03 06:58:00,6a3fa373da5b18e68c8bc441,2,20000
ORD-20260412-0056,2026-04-12 03:09:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260412-0056,2026-04-12 03:09:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260412-0058,2026-04-12 08:14:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260413-0059,2026-04-13 11:08:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260413-0059,2026-04-13 11:08:00,6a3f54268a1b673e19a1ddb6,3,12000
ORD-20260413-0059,2026-04-13 11:08:00,6a3fa374da5b18e68c8bc446,1,25000
ORD-20260413-0060,2026-04-13 01:37:00,6a3fa374da5b18e68c8bc445,1,20000
ORD-20260413-0060,2026-04-13 01:37:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260414-0066,2026-04-14 03:32:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260415-0068,2026-04-15 09:51:00,6a3fa374da5b18e68c8bc445,2,20000
ORD-20260415-0068,2026-04-15 09:51:00,6a3fa373da5b18e68c8bc43f,2,20000
ORD-20260415-0068,2026-04-15 09:51:00,6a3fa373da5b18e68c8bc43c,1,35000
ORD-20260418-0081,2026-04-18 11:37:00,6a3fa373da5b18e68c8bc43e,1,28000
ORD-20260419-0082,2026-04-19 06:27:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260419-0083,2026-04-19 12:32:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260420-0089,2026-04-20 05:09:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260420-0089,2026-04-20 05:09:00,6a3f54268a1b673e19a1ddad,3,48000
ORD-20260420-0089,2026-04-20 05:09:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260420-0090,2026-04-20 11:44:00,6a3fa373da5b18e68c8bc440,2,25000
ORD-20260420-0090,2026-04-20 11:44:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260420-0090,2026-04-20 11:44:00,6a3fa2c5dfa2f6d0ee22ff15,3,40000
ORD-20260421-0092,2026-04-21 07:28:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260421-0092,2026-04-21 07:28:00,6a3fa373da5b18e68c8bc444,1,15000
ORD-20260421-0092,2026-04-21 07:28:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260423-0099,2026-04-23 03:41:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260423-0099,2026-04-23 03:41:00,6a3fa374da5b18e68c8bc448,2,10000
ORD-20260423-0100,2026-04-23 10:18:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260423-0100,2026-04-23 10:18:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260424-0101,2026-04-24 12:47:00,6a3fa2c5dfa2f6d0ee22ff17,2,38000
ORD-20260424-0101,2026-04-24 12:47:00,6a3fa373da5b18e68c8bc441,3,20000
ORD-20260427-0112,2026-04-27 01:10:00,6a3f54268a1b673e19a1ddad,2,48000
ORD-20260427-0112,2026-04-27 01:10:00,6a3fa373da5b18e68c8bc442,1,12000
ORD-20260427-0115,2026-04-27 11:09:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260428-0118,2026-04-28 08:41:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260429-0122,2026-04-29 05:11:00,6a3fa2c6dfa2f6d0ee22ff18,1,35000
ORD-20260429-0122,2026-04-29 05:11:00,6a3fa2c5dfa2f6d0ee22ff15,2,40000
ORD-20260430-0125,2026-04-30 09:51:00,6a3fa374da5b18e68c8bc449,1,25000
ORD-20260430-0125,2026-04-30 09:51:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260430-0125,2026-04-30 09:51:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260501-0126,2026-05-01 07:40:00,6a3fa373da5b18e68c8bc43d,3,35000
ORD-20260501-0126,2026-05-01 07:40:00,6a3fa374da5b18e68c8bc447,1,10000
ORD-20260502-0128,2026-05-02 12:36:00,6a3fa373da5b18e68c8bc442,3,12000
ORD-20260503-0132,2026-05-03 08:04:00,6a3fa374da5b18e68c8bc446,2,25000
ORD-20260503-0132,2026-05-03 08:04:00,6a3fa374da5b18e68c8bc447,2,10000
ORD-20260504-0134,2026-05-04 03:53:00,6a3fa2c5dfa2f6d0ee22ff15,1,40000
ORD-20260505-0137,2026-05-05 06:50:00,6a3fa373da5b18e68c8bc43c,2,35000
ORD-20260505-0138,2026-05-05 10:44:00,6a3fa374da5b18e68c8bc449,3,25000
ORD-20260505-0138,2026-05-05 10:44:00,6a3fa373da5b18e68c8bc43d,2,35000
ORD-20260506-0140,2026-05-06 02:03:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260506-0143,2026-05-06 09:02:00,6a3fa2c5dfa2f6d0ee22ff13,1,40000
ORD-20260506-0143,2026-05-06 09:02:00,6a3fa373da5b18e68c8bc441,3,20000
ORD-20260506-0143,2026-05-06 09:02:00,6a3fa2c5dfa2f6d0ee22ff15,3,40000
ORD-20260509-0149,2026-05-09 11:27:00,6a3fa374da5b18e68c8bc447,3,10000
ORD-20260509-0149,2026-05-09 11:27:00,6a3fa2c6dfa2f6d0ee22ff18,2,35000
ORD-20260509-0149,2026-05-09 11:27:00,6a3fa374da5b18e68c8bc448,3,10000
ORD-20260510-0155,2026-05-10 02:56:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260512-0165,2026-05-12 04:36:00,6a3fa2c5dfa2f6d0ee22ff17,1,38000
ORD-20260512-0165,2026-05-12 04:36:00,6a3fa373da5b18e68c8bc43c,1,35000
ORD-20260512-0165,2026-05-12 04:36:00,6a3fa373da5b18e68c8bc444,2,15000
ORD-20260514-0170,2026-05-14 04:54:00,6a3f54268a1b673e19a1ddad,2,48000
ORD-20260514-0170,2026-05-14 04:54:00,6a3fa374da5b18e68c8bc449,2,25000
ORD-20260514-0170,2026-05-14 04:54:00,6a3fa373da5b18e68c8bc444,3,15000
ORD-20260514-0172,2026-05-14 06:00:00,6a3f54268a1b673e19a1ddad,2,48000
ORD-20260514-0172,2026-05-14 06:00:00,6a3fa374da5b18e68c8bc449,3,25000
ORD-20260514-0172,2026-05-14 06:00:00,6a3fa373da5b18e68c8bc444,2,15000
ORD-20260517-0177,2026-05-17 11:14:00,6a3fa2c5dfa2f6d0ee22ff13,3,40000
ORD-20260517-0177,2026-05-17 11:14:00,6a3fa374da5b18e68c8bc446,3,25000
ORD-20260518-0179,2026-05-18 09:34:00,6a3fa374da5b18e68c8bc448,1,10000
